No,negative_sequence,V_A,V_B,V_C,I_A,I_B,I_C,V_a,V_b,V_c,I_a,I_b,I_c,phase_B,phase_C,phase_a,phase_b,phase_c,faulted
7890,0.0776761386695232,117247,124868,132295,0,146.5,149.5,12186,12507,13786,1428.4,1400,813.4,112,-124.82,-0.01,112.13,-122.83,1
7891,0.0200928965645076,128438,128538,131236,99.5,70.1,64.7,13165,13171,13567,1456.7,1523.5,865.2,118.58,-120.67,1.13,119.11,-119.86,0
7892,0.0739784249961567,117878,124914,132146,0,145.5,145.8,12252,12517,13764,1391.9,1390.1,860.5,112.27,-124.79,-0.01,112.48,-122.84,1
7893,0.014012136255039,129405,128194,130412,90.5,82.3,62.1,13304,13123,13445,1255.6,1542,1088.3,119.17,-120.87,1.08,119.92,-120.17,0
7894,0.0606999710570411,120900,124775,131649,0,149,127.9,12566,12508,13693,1219.8,1423.2,1072.8,113.19,-125.03,-0.01,113.79,-123.31,1
7895,0.0177406232495245,128196,126775,129551,116.5,105.1,80.9,13134,12920,13323,1633.1,1977.1,1403.7,118.93,-121.08,1.4,119.89,-120.15,0
7896,0.0772094553038441,117187,122613,130899,0,186.2,164.3,12180,12165,13606,1570.6,1781.7,1380.8,111.32,-126.26,-0.01,112.04,-124.04,1
7897,0.0693151537759612,131373,121211,124199,133.2,223,118.4,13607,12148,12540,1119.1,3336.2,3178.1,121.26,-123.46,1.79,123.84,-123.03,0
7898,0.0990348273164224,127447,116594,127996,0,319.9,120.9,13246,11327,13231,1151.7,3069.6,3019.5,112.17,-131,-0.01,115.39,-129.35,1
7899,0.0461080473278218,130938,124190,125740,108.2,174.3,103.1,13534,12565,12765,1138.3,2599.3,2541.5,121.01,-122.17,1.43,123.01,-121.58,0
7900,0.0687567033141485,125883,120217,128493,0,252.1,121.8,13084,11857,13274,1160.5,2416.8,2456.3,113.54,-128.19,-0.01,115.9,-126.55,1
7901,0.000104455611826142,130454,130470,130467,55.4,55.2,55.4,13450,13453,13452,913.7,910.2,910.3,120,-120,0.6,120.59,-119.4,0
7902,0.0308129723352151,124224,128265,131080,0,91,95.2,12911,13058,13576,904.2,864.9,910.4,116.5,-122.27,-0.01,116.96,-121,1
7903,0.000186255251678652,131604,131633,131629,32.1,31.7,32.1,13615,13619,13619,525.1,519.1,519.1,120,-119.99,0.34,120.33,-119.65,0
7904,0.0180650509610822,127972,130303,132038,0,53.5,55.5,13301,13383,13698,522.1,504,519.2,117.96,-121.33,-0.01,118.22,-120.6,1
7905,0.000762496409193879,131071,131178,131071,42.1,41.9,43.4,13539,13554,13539,705.5,680.7,701.8,120.03,-119.95,0.44,120.48,-119.48,0
7906,0.0232714628590012,126227,129467,131549,0,69.2,74,13119,13249,13634,700.2,654.7,702.2,117.38,-121.65,-0.01,117.73,-120.67,1
7907,0.00066857144330393,131414,131510,131418,35.3,35,36.3,13588,13602,13589,589.5,567.3,585.1,120.02,-119.95,0.37,120.4,-119.57,0
7908,0.0195589534372234,127347,130060,131837,0,58.2,62.1,13236,13344,13670,585.8,549,585.5,117.8,-121.39,-0.01,118.09,-120.57,1
7909,0.00541793412379273,130574,131252,130439,46.5,46.7,56,13466,13566,13448,871.2,706,874.1,120.24,-119.62,0.45,120.78,-119.02,0
7910,0.0246310563258675,124620,129422,130753,0,71.3,91,12952,13238,13517,863.8,675.4,876.7,117.5,-121.23,-0.01,117.86,-120.03,1
7911,0.00365926751288682,130860,131328,130783,42.8,42.7,49.2,13508,13576,13498,774.6,661.9,773.5,120.16,-119.74,0.42,120.64,-119.22,0
7912,0.0228696637747764,125542,129619,131141,0,67.2,81.1,13048,13271,13572,768.7,635.7,775.3,117.58,-121.31,-0.01,117.91,-120.24,1
7913,0.0172087570931803,129208,131284,128709,61.3,62.7,89.9,13268,13573,13202,1341,810.7,1359.2,120.79,-118.8,0.48,121.57,-117.82,0
7914,0.0353873792992834,120260,129080,128617,0,80.5,138.6,12499,13177,13208,1322.9,764,1364.5,117.72,-120.2,-0.01,118.14,-118.41,1
